loan_amnt,funded_amnt,funded_amnt_inv,term,batch_enrolled,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
20000,20000,20000,36 months, ,13.18,C,C3,Senior Technical Training Specialist,5 years,MORTGAGE,93000,761xx,TX,20.01,0,1,76,72,14,1,15832,48.3,35,205.03,0,0,0,0,,INDIVIDUAL,4th week,0,0,53719,32800
12675,12675,12675,36 months,BAT4268557,6.92,A,A4,Administrative Support Assistant,10+ years,MORTGAGE,48206,546xx,WI,17.48,0,0,,,10,0,5189,39.3,28,269.71,0,0,0,0,,INDIVIDUAL,13th week,0,0,139458,13200
3500,3500,3500,36 months, ,7.14,A,A3,Silver Thatch Ocean Club,10+ years,RENT,50250,330xx,FL,2.22,0,2,,,14,0,2856,4.5,23,397.89,0,0,0,0,,INDIVIDUAL,161th week,0,,,
1600,1600,1600,36 months,BAT5851442,13.72,C,C5,Milford Nature Center,< 1 year,OWN,16800,674xx,KS,20.86,1,1,4,,7,0,8451,65.5,13,356.97,0,0,0,0,,INDIVIDUAL,144th week,0,,,
4000,4000,4000,36 months,,6.68,A,A3,Associate Professor,1 year,RENT,70000,488xx,MI,15.07,0,0,,,12,0,2227,18.4,22,178.48,0,0,0,0,,INDIVIDUAL,39th week,0,0,99862,12100
5000,5000,5000,36 months,BAT4268557,11.53,B,B5,Sr. criminal records specialist,10+ years,MORTGAGE,25000,346xx,FL,28.47,0,0,,77,10,1,214,1.3,32,22.42,0,0,0,0,,INDIVIDUAL,0th week,0,0,36103,16500
12500,12500,12500,36 months,BAT4318899,12.99,C,C2,Operations Manager,2 years,RENT,42000,975xx,OR,11.06,0,0,,43,5,1,4218,48.5,25,1498.88,0,0,0,0,,INDIVIDUAL,57th week,0,0,12302,8700
14400,14400,14400,60 months,BAT6004464,16.99,D,D3,Delivery driver/merchandiser,2 years,RENT,39500,370xx,TN,37.22,0,0,,93,16,1,12306,47.1,25,176.7,0,0,0,0,,INDIVIDUAL,4th week,0,0,41840,26100
3600,3600,3600,36 months, ,13.35,C,C2,Supervisor of Mail Processing,10+ years,MORTGAGE,68000,206xx,MD,30.89,0,1,26,,22,0,17545,86,66,447.22,0,0,0,0,62,INDIVIDUAL,61th week,0,0,230943,20400
27000,27000,27000,60 months, ,13.65,C,C1,Senior Developer,< 1 year,MORTGAGE,86000,076xx,NJ,11.98,0,0,,,12,0,17150,69.2,32,5410.05,0,0,0,0,,INDIVIDUAL,87th week,0,0,344937,24800
10000,10000,10000,60 months,BAT5060554,12.39,C,C1,Math Teacher,10+ years,MORTGAGE,80689,750xx,TX,35.12,0,2,,,32,0,50109,76.5,55,1057.88,0,0,0,0,,INDIVIDUAL,48th week,0,0,227443,65500
30075,30075,30075,60 months, ,23.4,E,E5,Ramp Manager,9 years,MORTGAGE,81250,038xx,NH,34.58,0,2,,,13,0,51525,93.7,36,12052.6,0,0,0,0,,INDIVIDUAL,100th week,0,0,318213,55000
15000,15000,15000,36 months, ,12.69,C,C2,AVP Trade Finance,1 year,RENT,87500,115xx,NY,11.55,0,0,47,,9,0,9442,82.8,13,1314.36,0,0,0,0,65,INDIVIDUAL,44th week,0,0,105025,11400
8800,8800,8800,36 months,BAT6004464,11.22,B,B5,Customer Field Representative,3 years,RENT,44995,113xx,NY,12.58,0,1,35,,19,0,6778,53,32,87.76,0,0,0,0,39,INDIVIDUAL,4th week,0,0,19359,12800
2000,2000,2000,36 months, ,20.8,E,E1,Costello Property Management/ RC Springs,3 years,MORTGAGE,24000,577xx,SD,8.7,0,1,,114,4,1,6165,53.3,9,462.86,0,0,0,0,,INDIVIDUAL,74th week,0,0,45574,7500
21000,21000,21000,36 months, ,7.69,A,A4,Engineer,10+ years,MORTGAGE,97400,774xx,TX,13.97,0,0,,,10,0,28210,82.5,17,1064.26,0,0,0,0,,INDIVIDUAL,35th week,0,0,219989,34200
26125,26125,26125,36 months,BAT422167,10.99,B,B4,Co Executive Producer,10+ years,MORTGAGE,478400,900xx,CA,15.18,1,0,4,,15,0,295314,67.9,38,1522.65,0,0,0,0,4,INDIVIDUAL,31th week,0,1216,1272321,327700
14400,14400,14400,36 months,,13.66,C,C3,ground operations,3 years,RENT,31400,958xx,CA,36.58,0,1,46,,12,0,9319,49.3,16,1570.11,0,0,0,0,46,INDIVIDUAL,48th week,0,0,16484,18900
8500,8500,8500,36 months,BAT422167,6.24,A,A2,Teacher,6 years,OWN,43000,218xx,MD,25.96,0,0,,,11,0,5133,34.2,24,283.53,0,0,0,0,,INDIVIDUAL,31th week,0,0,200506,15000
19425,19425,19400,60 months,BAT5903747,13.99,C,C1,USAR,2 years,MORTGAGE,53000,064xx,CT,27.7,0,2,,,12,0,33899,74.8,21,6932.73,0,0,0,0,,INDIVIDUAL,187th week,0,,,
10000,10000,10000,36 months,BAT5241177,12.29,C,C1,Installer,5 years,RENT,40000,104xx,NY,6.3,1,0,4,,8,0,5878,43.5,12,293.29,0,0,0,0,,INDIVIDUAL,17th week,0,0,5878,13500
12000,12000,12000,36 months, ,13.68,C,C1,,n/a,RENT,60000,114xx,NY,9.74,0,2,,,7,0,13699,86.2,21,2189.14,0,0,0,0,,INDIVIDUAL,91th week,0,0,18280,15900
3000,3000,3000,36 months, ,12.39,C,C1,Supervisor,5 years,RENT,35000,440xx,OH,23.08,1,1,9,,13,0,5766,33.7,18,296.03,0,0,0,0,,INDIVIDUAL,48th week,0,0,15102,17100
14000,14000,14000,36 months,BAT4818662,9.17,B,B1,General manager/bar manager/bar tender,10+ years,RENT,80000,405xx,KY,16.04,0,1,,,11,0,14321,86.8,14,1536.22,0,0,0,0,,INDIVIDUAL,78th week,0,0,53257,16500
14400,14400,14400,36 months, ,11.99,B,B3,LITC Coordinator,5 years,MORTGAGE,52000,840xx,UT,0.69,0,3,48,,7,0,1513,16.3,47,421.59,0,0,0,0,48,INDIVIDUAL,13th week,0,0,337458,9300
5850,5850,5850,36 months,BAT4818662,8.39,A,A5,Field service Tech,3 years,MORTGAGE,42000,473xx,IN,12.31,0,0,,,5,0,7155,68.8,12,598.59,0,0,0,0,,INDIVIDUAL,83th week,0,0,119273,10400
20000,20000,20000,36 months, ,5.32,A,A1,Pipe Shop Supervisor,10+ years,OWN,70000,700xx,LA,24.93,0,0,,,17,0,5584,5.1,28,38.43,0,0,0,0,,INDIVIDUAL,0th week,0,0,23007,109100
12000,12000,11950,60 months, ,15.1,C,C2,,10+ years,MORTGAGE,60000,262xx,WV,21.28,0,0,,,14,0,19129,61.5,21,3312.32,0,0,0,0,,INDIVIDUAL,113th week,0,0,93185,31100
15875,15875,15875,60 months, ,23.1,E,E4,cascade valley hospital,10+ years,RENT,40000,982xx,WA,6.9,1,1,19,,7,0,8489,39.1,14,7111.44,0,0,0,0,,INDIVIDUAL,122th week,0,0,8489,21700
17000,17000,17000,36 months,BAT5662637,15.61,D,D1,BENEFIT ENTITLEMENT TECH,10+ years,RENT,55900,212xx,MD,11.94,0,0,48,,5,0,5720,78.4,11,1134.8,0,0,0,0,48,INDIVIDUAL,22th week,0,0,16249,7300
6400,6400,6400,36 months, ,13.33,C,C3,Specialist,2 years,RENT,25000,013xx,MA,24.24,0,0,,,9,0,7521,96.4,10,602.44,15,0,0,0,,INDIVIDUAL,39th week,0,0,43011,7800
7000,7000,7000,36 months,BAT3840785,6.68,A,A3,mailer,10+ years,MORTGAGE,90000,023xx,MA,9.37,0,0,75,,5,0,9863,28.2,16,281.37,0,0,0,0,,INDIVIDUAL,35th week,0,0,20352,35000
2775,2775,2775,36 months,BAT3274746,15.31,C,C4,Parish Administrator,4 years,MORTGAGE,30000,038xx,NH,19.58,1,0,8,,10,0,10293,60.5,33,565.43,0,0,0,0,,INDIVIDUAL,91th week,0,0,170939,17000
12000,12000,12000,36 months,BAT6248271,6.03,A,A1,Clerical,1 year,RENT,50000,939xx,CA,22.97,0,1,57,,9,0,17072,61.4,20,697.9,0,0,0,0,57,INDIVIDUAL,61th week,0,151,78020,27800
5675,5675,5675,36 months, ,10.99,B,B2,Corporate Relations,7 years,MORTGAGE,87000,331xx,FL,19.45,0,0,34,,13,0,20905,28.2,19,447.02,0,0,0,0,,INDIVIDUAL,39th week,0,0,556932,95800
35000,35000,35000,36 months, ,7.89,A,A5,Retail Leasing associate,2 years,MORTGAGE,166000,327xx,FL,13.4,0,0,26,,18,0,15671,45.8,26,1664.33,0,0,0,0,,INDIVIDUAL,35th week,0,0,55044,34200
8000,8000,8000,36 months,BAT6004464,12.59,C,C2,Field Lead,10+ years,MORTGAGE,110000,605xx,IL,7.98,2,2,24,85,12,1,8762,63,30,78.33,0,0,0,0,71,INDIVIDUAL,4th week,0,0,24021,13990
6000,6000,6000,36 months, ,12.29,C,C1,Treasury Analyst,2 years,RENT,35750,782xx,TX,7.42,0,3,,,20,0,7683,49.6,22,546.25,15,0,0,0,,INDIVIDUAL,44th week,0,0,36188,15500
14400,14400,14400,36 months, ,10.99,B,B3,Medical assistant,10+ years,RENT,40000,957xx,CA,23.79,0,0,56,,13,0,14599,46.3,32,1720.55,0,0,0,0,,INDIVIDUAL,70th week,0,0,33281,31500
35000,35000,35000,60 months,,20.8,E,E1,Travelers,5 years,OWN,175000,945xx,CA,16.66,0,4,,,8,0,43107,83.8,25,10471.15,0,0,0,0,,INDIVIDUAL,82th week,0,0,575003,51418
18000,18000,18000,60 months,BAT3563724,19.52,D,D4,Executive Assistant,2 years,RENT,48000,601xx,IL,17.58,0,3,,,12,0,14039,58,23,4282.06,0,0,0,0,,INDIVIDUAL,65th week,0,0,33674,24200
20000,20000,20000,36 months, ,8.67,B,B1,Special Deputy,< 1 year,MORTGAGE,99000,206xx,MD,32.73,0,1,,,8,0,42052,79.9,25,1682.77,0,0,0,0,,INDIVIDUAL,61th week,0,0,597249,50700
17000,17000,17000,36 months,BAT3058155,10.16,B,B1,Intel Corp,7 years,MORTGAGE,130000,956xx,CA,7.96,1,2,18,,13,0,8762,33.3,41,2115.64,0,0,0,0,,INDIVIDUAL,82th week,0,,,
12000,12000,12000,36 months,BAT3016651,18.25,D,D3,Systems Engineer,4 years,RENT,111000,981xx,WA,3.39,0,1,37,77,9,1,11028,57.4,15,2818.65,0,0,0,0,37,INDIVIDUAL,87th week,0,399,11028,19200
4825,4825,4825,36 months,,20.2,E,E3,Plant Manager,10+ years,RENT,57500,491xx,MI,10.23,0,1,,,4,0,1796,40.8,7,916.11,0,0,0,0,,INDIVIDUAL,52th week,0,683,21213,4400
18000,18000,18000,60 months, ,11.44,B,B4,,n/a,MORTGAGE,70000,890xx,NV,18.45,0,0,49,,9,0,23477,98.6,22,2035.6,0,0,0,0,,INDIVIDUAL,57th week,0,0,271652,23800
12000,12000,12000,36 months, ,10.16,B,B1,usda nfc,10+ years,MORTGAGE,65000,701xx,LA,3.31,0,3,,,8,0,11515,27,31,1967.76,0,0,0,0,,INDIVIDUAL,156th week,0,0,11515,42600
17100,17100,17100,60 months, ,9.17,B,B2,Assistant Professor,2 years,MORTGAGE,70000,282xx,NC,25.07,0,1,,,24,0,20591,32.7,46,987.63,0,0,0,0,,INDIVIDUAL,39th week,0,0,426466,63000
28625,28625,28575,60 months,BAT3938478,17.1,C,C5,teacher,9 years,RENT,64000,079xx,NJ,23.83,0,0,,,14,0,27075,49.4,33,9289.16,0,0,0,0,,INDIVIDUAL,117th week,0,0,43573,54800
6000,5150,5100,36 months,,6.17,A,A3,"24 Hour Fitness, Inc.",4 years,RENT,70000,101xx,NY,22.73,0,1,,,20,0,7668,41.6,33,504.29,0,0,0,0,,INDIVIDUAL,157th week,0,,,
20000,20000,19500,36 months,BAT3822483,14.17,C,C5,Bank of America,7 years,RENT,110000,335xx,FL,16.93,0,2,,,5,0,30355,78,21,4656.09,0,0,0,0,,INDIVIDUAL,157th week,0,,,
6000,6000,6000,36 months,,14.33,C,C2,Northrop Grumman,4 years,RENT,40000,902xx,CA,6.87,0,0,81,,8,0,2077,20,14,1315.17,0,0,0,0,,INDIVIDUAL,117th week,0,0,3603,10400
23075,23075,23075,60 months,BAT3274746,16.59,D,D1,Asst Operations Mngr,10+ years,MORTGAGE,55000,360xx,AL,25.09,0,0,,,8,0,7204,36.9,23,5667.48,0,0,0,0,,INDIVIDUAL,87th week,0,0,133996,19500
10000,10000,10000,36 months, ,13.11,B,B4,Medical City Dallas,5 years,MORTGAGE,85000,750xx,TX,7.26,1,0,19,,14,0,10153,61.5,24,2094.62,0,0,0,0,,INDIVIDUAL,135th week,0,39,160308,16500
12000,12000,959.25,36 months,,9.2,B,B1,Abbott Terrace Health Center,10+ years,RENT,40000,067xx,CT,10.14,0,1,70,53,8,1,3179,11,10,1777.35,0,0,0,0,,INDIVIDUAL,161th week,0,,,
5000,5000,5000,36 months,BAT5060554,12.39,C,C1,Parent Coordinator,10+ years,RENT,42000,114xx,NY,24.49,0,0,34,,8,0,5896,74.6,16,534.66,0,0,0,0,,INDIVIDUAL,52th week,0,0,20094,7900
18000,18000,18000,36 months, ,8.18,B,B1,Journeyman Ironworker,10+ years,MORTGAGE,84000,980xx,WA,24.5,3,0,7,,6,0,10703,87,20,682.32,0,0,0,0,46,INDIVIDUAL,26th week,0,0,387194,12300
18400,18400,18400,36 months,BAT6352293,7.9,A,A4,Northern Illinois University,10+ years,MORTGAGE,77500,601xx,IL,22.59,0,0,,,16,0,48841,71.5,30,2325.97,0,0,0,0,,INDIVIDUAL,156th week,0,0,202116,68300
6000,6000,6000,36 months,BAT4106493,10.99,B,B4,Sales Rep,< 1 year,RENT,70000,553xx,MN,12.89,0,0,,32,5,1,7404,91.4,13,78.77,0,0,0,0,,INDIVIDUAL,9th week,0,0,31084,8100
12000,12000,12000,60 months,,14.65,C,C5,Administrative Assistant,3 years,RENT,45000,028xx,RI,37.84,0,0,,70,11,1,15462,46.9,20,965.29,0,0,0,0,,INDIVIDUAL,31th week,0,0,80677,33000
9725,9725,9725,36 months, ,5.32,A,A1,Marshal,10+ years,RENT,85000,890xx,NV,5.1,0,0,,,7,0,9534,45.2,12,160.04,0,0,0,0,,INDIVIDUAL,17th week,0,0,9746,21100
24000,24000,24000,36 months,BAT5046402,8.9,A,A5,South Island P S D,10+ years,MORTGAGE,90000,299xx,SC,21.85,0,1,68,,17,0,43234,46.7,42,3399.29,0,0,0,0,,INDIVIDUAL,144th week,0,0,69842,92500
14000,14000,13975,36 months,BAT5019662,11.99,B,B3,SHIPPING,8 years,MORTGAGE,39000,410xx,KY,19.75,0,0,,101,11,1,13986,58,21,1650.67,0,0,0,0,,INDIVIDUAL,61th week,0,0,118782,24100
24000,14800,14775,60 months,BAT5298613,15.99,D,D2,Family Medicine of Edenton,< 1 year,RENT,77196,279xx,NC,9.84,0,3,27,,12,0,2033,19.2,35,6703.93,0,0,0,0,,INDIVIDUAL,239th week,0,,,
6850,6850,6850,36 months, ,16.99,D,D3,Fiscal Operations Manager,8 years,MORTGAGE,40000,315xx,GA,28.74,0,0,36,62,14,1,3437,98.2,40,271.74,0,0,0,0,36,INDIVIDUAL,13th week,0,120,241910,3500
6000,6000,5750,36 months, ,9.17,B,B2,County employee,2 years,RENT,37440,915xx,CA,7.38,0,1,45,,18,0,679,4.7,33,82.94,0,0,0,0,51,INDIVIDUAL,9th week,0,204,43899,14600
3000,3000,3000,36 months,BAT4664105,14.65,C,C5,dietary aide,10+ years,RENT,40000,062xx,CT,33.15,1,0,5,,15,0,14517,61,29,0,0,0,0,0,,INDIVIDUAL,NAth week,0,57,69778,23800
35000,35000,35000,60 months, ,14.31,C,C4,Attorney/Owner,10+ years,MORTGAGE,175000,662xx,KS,12.64,0,0,,21,12,1,9547,33.9,35,5356.94,0,0,0,0,,INDIVIDUAL,61th week,0,0,484184,28200
6000,6000,6000,36 months, ,12.29,C,C1,PROFESSIONAL COUNSELOR,10+ years,MORTGAGE,52000,548xx,WI,33.68,6,1,9,,13,0,23684,49.2,39,540.62,0,0,0,0,9,INDIVIDUAL,48th week,0,0,148623,48100
16850,16850,16800,60 months,BAT4729018,21.67,E,E5,property maintenance,9 years,MORTGAGE,42341,346xx,FL,12.56,0,1,,83,5,1,1108,73.9,7,3161.13,0,0,0,0,,INDIVIDUAL,48th week,0,0,145494,1500
12000,12000,12000,60 months,BAT5662637,13.99,C,C4,Property Manager,10+ years,MORTGAGE,51000,185xx,PA,10.73,0,0,63,57,13,1,9353,35,21,805.34,0,0,0,0,63,INDIVIDUAL,26th week,0,0,134060,27060
35000,35000,35000,36 months, ,13.67,B,B5,,10+ years,RENT,120000,902xx,CA,14.03,1,1,2,,17,0,31861,46.9,28,1902.3,0,0,0,0,,INDIVIDUAL,22th week,1,0,55457,128000
15000,15000,15000,36 months, ,16.29,C,C4,Animal Allergy Specialists,10+ years,RENT,40911,921xx,CA,12.22,0,1,,,9,0,15022,69.2,23,4039.45,0,0,0,0,,INDIVIDUAL,148th week,0,0,15022,21700
28000,28000,28000,60 months,BAT5319342,20.99,E,E4,Asst. Manager,10+ years,MORTGAGE,130000,295xx,SC,21.29,1,0,7,,15,0,31342,88.3,28,8028.31,0,0,0,0,25,INDIVIDUAL,78th week,0,0,129358,35500
16000,16000,16000,60 months,BAT5241177,13.33,C,C3,Sales,8 years,MORTGAGE,55000,076xx,NJ,25.4,0,0,,81,11,1,10305,100,38,686.39,0,0,0,0,,INDIVIDUAL,17th week,0,0,60053,10300
21000,21000,21000,36 months, ,7.9,A,A4,DEVARD'S,10+ years,MORTGAGE,140000,750xx,TX,18.91,0,2,,,12,0,28108,75.8,35,1946.72,0,0,0,0,,INDIVIDUAL,78th week,0,0,277969,37100
18000,18000,18000,60 months, ,11.44,B,B4,Senior Scientist,5 years,MORTGAGE,120000,890xx,NV,31.7,0,0,28,,21,0,14013,55.4,79,1755.43,0,0,0,0,,INDIVIDUAL,48th week,0,214,467814,25300
20000,20000,20000,60 months,,23.76,F,F4,LTI Low Temp Industrial,10+ years,MORTGAGE,45000,302xx,GA,26.48,2,2,11,,11,0,41631,42.8,39,1144.49,0,0,0,0,13,INDIVIDUAL,13th week,0,0,88045,43200
35000,35000,35000,36 months,BAT3840785,8.18,B,B1,Physician,10+ years,OWN,235000,194xx,PA,17.36,0,1,,,23,0,105546,68.9,46,1662.41,0,0,0,0,,INDIVIDUAL,35th week,0,0,266418,153200
20000,20000,20000,60 months, ,20.99,E,E5,Sr Recruitment Specialist,8 years,MORTGAGE,94000,786xx,TX,16.19,0,0,,,10,0,2748,32.7,33,195.33,0,0,0,0,,INDIVIDUAL,0th week,0,0,427035,8400
6325,6325,6325,36 months,BAT4268557,16.99,D,D3,Engineer,10+ years,MORTGAGE,63000,324xx,FL,37.6,0,0,,,13,0,38754,95.7,26,728.37,0,0,0,0,,INDIVIDUAL,39th week,0,0,415206,40500
32000,32000,32000,60 months, ,18.55,E,E2,Owner,8 years,RENT,210000,809xx,CO,5.19,1,2,22,35,9,1,10980,22.5,29,3287.6,0,0,0,0,,INDIVIDUAL,31th week,0,0,197328,48700
21000,21000,21000,60 months,BAT5662637,9.17,B,B2,City Engineer,9 years,OWN,90000,863xx,AZ,23.79,0,0,46,,12,0,59119,76.3,30,920.05,0,0,0,0,,INDIVIDUAL,26th week,0,0,418635,72500
30500,30500,30500,36 months, ,20.2,E,E3,Supervisor,9 years,MORTGAGE,80500,871xx,NM,30.89,0,0,,,26,0,27587,52.7,45,2471.43,56.83,5010.99,901.9782,0,,INDIVIDUAL,22th week,0,0,300292,52300
20850,20850,20800,60 months,BAT6004464,21.99,F,F1,Chief Financial Officer,10+ years,MORTGAGE,116000,300xx,GA,29.01,0,0,,,9,0,19639,92.2,24,356.61,0,0,0,1,,INDIVIDUAL,4th week,0,1546,319984,21300
13600,13600,13600,36 months, ,14.49,C,C4,Auditor,< 1 year,RENT,70000,112xx,NY,18.23,0,1,,,10,0,17465,94.9,14,1291.48,0,0,0,0,,INDIVIDUAL,35th week,0,0,32965,18400
8400,8400,8400,36 months,BAT5241177,9.99,B,B3,,n/a,MORTGAGE,135000,934xx,CA,13.51,1,1,21,53,7,1,8222,80.6,36,257.96,0,0,0,0,60,INDIVIDUAL,17th week,0,3187,583343,10200
5600,5600,5600,36 months, ,12.29,C,C1,Packer,10+ years,RENT,38000,029xx,RI,32.35,0,0,34,77,9,1,10898,42.9,17,211.85,0,0,0,0,87,INDIVIDUAL,17th week,0,0,18777,25400
12800,12800,12800,60 months, ,13.99,C,C4,Front line supervisor,10+ years,MORTGAGE,40000,057xx,VT,38.4,0,0,,63,4,1,1605,15.3,25,849.08,0,0,0,0,,INDIVIDUAL,26th week,0,0,56168,10500
17350,17350,17350,36 months,BAT446479,12.99,C,C1,Social Media Specialist,8 years,RENT,50000,191xx,PA,28.66,0,2,,,13,0,14355,55,25,2462.74,0,0,0,0,,INDIVIDUAL,74th week,0,0,31040,26100
22000,22000,22000,60 months,BAT4106493,7.89,A,A5,teacher,10+ years,MORTGAGE,86000,029xx,RI,6.89,0,0,39,,15,0,644,1.2,40,268.04,0,0,0,0,,INDIVIDUAL,9th week,0,0,322895,52600
12000,12000,12000,60 months,BAT3016651,19.47,D,D5,General Manager,5 years,MORTGAGE,55000,532xx,WI,13.11,0,1,,,9,0,5068,61.1,12,3782.27,0,0,0,0,,INDIVIDUAL,96th week,0,0,102197,8300
5000,5000,5000,36 months,,6.39,A,A2,Licensed Professional Counselor,10+ years,OWN,120000,201xx,VA,4.55,0,1,29,,8,0,525,4,26,190.41,0,0,0,0,,INDIVIDUAL,35th week,0,0,10156,14400
28000,28000,28000,60 months,BAT4664105,17.57,D,D4,Accounting,10+ years,MORTGAGE,56000,559xx,MN,26.62,0,0,,,11,0,48849,68.1,23,1842.09,0,0,0,0,,INDIVIDUAL,17th week,0,0,164935,69700
5000,5000,5000,36 months, ,5.32,A,A1,Truck driver,< 1 year,MORTGAGE,120000,774xx,TX,31.61,0,0,,,9,0,2277,5.7,21,82.28,0,0,0,0,,INDIVIDUAL,17th week,0,0,132028,40300
17000,17000,17000,60 months,BAT4127326,13.66,C,C3,Supervising Eligibility Technician,10+ years,RENT,83000,945xx,CA,7.42,0,0,,65,2,1,2081,33,6,2480.44,0,0,0,0,,INDIVIDUAL,61th week,0,0,12955,6300
14000,14000,13975,36 months,BAT4408664,8.9,A,A5,,n/a,MORTGAGE,68124,326xx,FL,17.39,0,0,39,,12,0,13861,63.3,26,2003.59,0,0,0,0,,INDIVIDUAL,156th week,0,0,245433,21900
10800,10800,10800,36 months,BAT6462144,13.67,B,B5,department of interioror,2 years,RENT,91955,960xx,CA,7.4,1,0,13,,9,0,4374,59.1,16,2425.76,0,0,0,0,,INDIVIDUAL,161th week,0,,,
20000,20000,20000,60 months,BAT5260863,12.69,C,C2,medical editor,10+ years,MORTGAGE,52000,983xx,WA,14.68,0,1,,,7,0,21482,62.6,17,598.65,0,0,0,0,,INDIVIDUAL,13th week,0,0,201078,34300
23000,23000,22950,36 months,,11.99,B,B3,Director of nursing,10+ years,MORTGAGE,72000,430xx,OH,0.93,1,0,7,,5,0,2,0.1,24,4093.82,0,0,0,0,7,INDIVIDUAL,113th week,0,0,252065,1600
24000,24000,24000,36 months,,6.49,A,A2,Business Analyst,6 years,MORTGAGE,50000,656xx,MO,32.41,0,1,,,19,0,18250,25.7,43,1594.86,0,0,0,0,,INDIVIDUAL,65th week,0,0,120062,70900
18250,18250,18250,36 months, ,6.49,A,A2,Director of Implementations and Support,3 years,MORTGAGE,89813,550xx,MN,11.1,0,1,,,6,0,17963,50.9,14,1000.58,0,0,0,0,,INDIVIDUAL,52th week,0,0,169241,35300
15000,15000,15000,36 months,BAT3563724,8.9,A,A5,Software Engineer,6 years,RENT,101222,980xx,WA,11.8,0,1,,,16,0,15964,35.6,25,813.06,0,0,0,0,,INDIVIDUAL,35th week,0,0,32897,44800
6000,6000,6000,36 months,BAT6248271,6.03,A,A1,Sales,10+ years,MORTGAGE,79000,761xx,TX,6.27,0,0,,,10,0,8249,10.8,33,366,0,0,0,0,,INDIVIDUAL,65th week,0,0,155791,76700
21000,21000,21000,60 months, ,13.99,C,C4,Manager,3 years,MORTGAGE,85000,462xx,IN,18.75,0,2,,,29,0,9299,22.2,49,2065.67,0,0,0,0,,INDIVIDUAL,39th week,0,0,31418,41831
14400,14400,14400,36 months, ,13.18,C,C3,Eletrician,10+ years,MORTGAGE,50000,468xx,IN,11.04,0,2,,,5,0,19848,43.5,8,131.8,0,0,0,0,,INDIVIDUAL,4th week,0,0,82255,45600
10000,10000,10000,36 months,BAT4106493,17.57,D,D4,Chief Electrician,3 years,MORTGAGE,205000,365xx,AL,16.35,0,0,58,8,12,1,7867,72.2,24,270.2,0,0,0,1,69,INDIVIDUAL,9th week,0,211,378913,10900
18000,18000,17950,36 months, ,10.99,B,B2,School Board,10+ years,MORTGAGE,80000,333xx,FL,27.33,0,0,,,11,0,43165,69,19,2954.82,0,0,0,0,,INDIVIDUAL,117th week,0,0,219666,62600
16000,16000,16000,60 months,BAT5241177,14.65,C,C5,Web Project Manager,3 years,RENT,36490,958xx,CA,28.84,0,0,,,22,0,21762,45.8,31,754.85,0,0,0,0,,INDIVIDUAL,17th week,0,0,66031,47500
14400,14400,14400,60 months,BAT4031849,13.68,C,C1,Columbus Regional Hospital,10+ years,MORTGAGE,48000,472xx,IN,21.13,0,0,,116,10,1,13498,89.4,23,3791.12,0,0,0,0,,INDIVIDUAL,122th week,0,0,194292,15100
13000,9650,9600,60 months,BAT5748082,11.49,B,B4,,8 years,RENT,36000,850xx,AZ,18.5,0,0,,,7,0,13007,58.3,23,1247.58,0,0,0,0,,INDIVIDUAL,65th week,0,,,
7750,7750,7750,36 months, ,12.12,B,B3,Nationwide Insurance,6 years,MORTGAGE,40000,282xx,NC,16.77,0,0,,,9,0,5606,43.5,19,1393.31,0,0,0,0,,INDIVIDUAL,117th week,0,0,90567,12900
28000,28000,28000,60 months,BAT4127326,17.14,D,D4,Data Analysis Manager,10+ years,MORTGAGE,109000,238xx,VA,7.56,0,0,51,,13,0,20786,47.3,33,4795.72,0,0,0,0,,INDIVIDUAL,56th week,0,0,294031,43900
30400,30400,30400,60 months, ,13.33,C,C3,Sales Manager,10+ years,MORTGAGE,130000,117xx,NY,33.48,1,0,9,,18,0,117435,68.3,28,1920.39,0,0,0,0,,INDIVIDUAL,26th week,0,0,572387,128700
5500,5500,5500,36 months,BAT3016651,7.9,A,A4,Planning Manager,< 1 year,RENT,85000,941xx,CA,9.45,0,1,72,,16,0,743,6.1,27,36.21,0,0,0,0,72,INDIVIDUAL,4th week,0,0,58741,12200
10000,10000,10000,36 months,,12.12,B,B3,Allen Tel Products,7 years,MORTGAGE,152580,890xx,NV,17.23,0,0,,,19,0,14014,48.5,35,1935.02,0,0,0,0,,INDIVIDUAL,135th week,0,0,406100,28900
14350,14350,14350,60 months, ,18.25,E,E1,Designer,7 years,OWN,65000,115xx,NY,4.32,0,2,35,29,11,1,11140,49.7,28,633.38,0,0,0,0,35,INDIVIDUAL,13th week,0,0,431278,22400
10625,10625,10625,36 months, ,11.55,B,B3,Martin County Solid Waste,9 years,MORTGAGE,35000,349xx,FL,27.19,0,0,,,6,0,11837,85.8,25,1772.68,0,0,0,0,,INDIVIDUAL,131th week,0,0,141132,13800
